what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1329666355157
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1329666355157
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1329666355197
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1329666355198
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1329666355199
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1329666355199
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1329666355213
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1329666355214
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1329666355256
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1329666355256
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1329666355257
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1329666355259
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1329666355274
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1329666355276
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1329666355276
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1329666355276
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1329666355277
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1329666355311
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1329666355313
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1329666355314
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1329666355316
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1329666355409
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329666355409
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1329666355410
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1329666355418
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1329666355418
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1329666355433
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1329666355446
os,sysinfo,,,"win32",1329666355449
arch,sysinfo,,,"x86",1329666355449
ws,sysinfo,,,"win32",1329666355449
locale,sysinfo,,,"no_NO",1329666355449
processors,sysinfo,,,"2",1329666355449
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329666355449
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1329666355449
java.specification.name,sysinfo,,,"Java Platform API Specification",1329666355449
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329666355449
java.specification.version,sysinfo,,,"1.6",1329666355449
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329666355449
java.version,sysinfo,,,"1.6.0_30",1329666355449
java.vm.info,sysinfo,,,"mixed mode, sharing",1329666355449
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1329666355449
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329666355449
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329666355449
java.vm.specification.version,sysinfo,,,"1.0",1329666355449
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329666355449
java.vm.version,sysinfo,,,"20.5-b03",1329666355449
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1329666355539
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329666355940
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1329666356110
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1329666356110
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666357302
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1329666357967
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1329666359322
started,bundle,org.eclipse.m2e.core,1.0.0.20110607-2117,"org.eclipse.m2e.core",1329666363127
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666365783
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666365803
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666366000
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666366161
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666411486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666490215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666491760
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666498885
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666614905
started,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1329666619201
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1329666619632
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1329666619756
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1329666619844
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1329666620717
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1329666620738
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1329666620855
started,bundle,org.eclipse.emf.common,2.7.0.v20110605-0747,"org.eclipse.emf.common",1329666620902
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1329666622407
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1329666622604
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666627479
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666627825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666653088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666705951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666706075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666714940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666718727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666740728
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666740747
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666741247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329666746539
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1329666751462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666754472
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666755969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666756579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666760409
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1329666760416
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666760532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666765763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666788095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666790304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666794814
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666794827
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666795006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666796986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666798554
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666801549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666808160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666825372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666825406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666838585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666839598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666839756
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666839768
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666839960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666842199
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1329666843354
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1329666843545
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666843599
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666850996
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666851283
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666852020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666856185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666860151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666864501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666875777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666877667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666878796
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329666878860
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329666879049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666881578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666883170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666885461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666894345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666905475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666909821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329666936112
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329666937915
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1329666943921
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1329666943984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329666944436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666953111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329666954509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666958290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329666958757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666961126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666962059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329666963687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329666964331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666965589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666966068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329666967869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666983614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666983733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666986743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666986898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666989515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666989621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666991942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329666991983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329666994320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329667001498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329667002863
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329667019174
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329667023683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329667030341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329667314466
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329667323949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.maximizePart",1329667342081
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329667343814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329667345257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329667523887
